loan_id,issue_date,term_months,loan_amnt,interest_rate,grade,sub_grade,emp_length_years,annual_income,dti,state,home_ownership,purpose,application_type,verification_status,delinq_2yrs,inq_last_6m,open_acc,revol_util,revol_bal,total_acc,earliest_credit_line_year,fico_low,fico_high,pub_rec,mort_acc,pub_rec_bankruptcies,default,default_date,last_pymnt_date,recoveries,collection_recovery_fee
7234,2020-10-19,36,20000.0,8.22,C,C4,9,171400.0,26.0,ID,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,11,55.7,13210.0,16,1991,673,698,0,0,0,0,,2021-11-19,0.0,0.0
7235,2019-11-12,36,4100.0,15.85,D,D2,13,58000.0,16.18,KY,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,1,1,8,45.4,109560.0,15,2001,727,761,0,3,0,0,,2022-03-12,0.0,0.0
7236,2024-03-16,60,15200.0,15.53,D,D4,3,83400.0,21.17,NV,MORTGAGE,house,INDIVIDUAL,Verified,2,4,21,73.4,22250.0,26,2004,647,658,0,1,0,0,,2027-06-16,0.0,0.0
7237,2020-06-08,36,14100.0,13.17,D,D1,9,13400.0,18.33,WA,OTHER,credit_card,INDIVIDUAL,Verified,1,0,5,47.4,24540.0,6,1997,682,708,0,1,0,0,,2022-07-08,0.0,0.0
7238,2019-02-26,60,17200.0,14.27,C,C1,4,83700.0,7.94,AK,RENT,home_improvement,INDIVIDUAL,Verified,0,0,6,60.6,20500.0,7,1992,664,677,0,0,0,1,2019-10-26,2020-08-26,2098.85,377.69
7239,2021-08-20,36,12000.0,19.82,F,F1,2,114600.0,12.21,MI,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,9,70.6,116250.0,13,1984,747,753,0,4,0,0,,2022-09-20,0.0,0.0
7240,2022-01-14,60,8400.0,19.18,F,F4,3,70800.0,27.48,CA,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,1,10,73.2,6820.0,13,2016,689,708,0,3,0,1,2022-10-14,2025-09-14,461.08,103.75
7241,2020-04-14,60,10100.0,12.59,D,D3,9,36800.0,24.58,MT,RENT,debt_consolidation,INDIVIDUAL,Source Verified,1,0,9,35.8,56060.0,11,2012,687,706,0,4,0,0,,2024-03-14,0.0,0.0
7242,2024-05-06,60,12500.0,6.44,A,A1,3,34200.0,10.85,NJ,MORTGAGE,moving,INDIVIDUAL,Source Verified,1,1,13,48.2,80710.0,19,1983,562,578,0,0,0,0,,2027-10-06,0.0,0.0
7243,2019-12-01,60,5000.0,20.28,E,E5,4,48800.0,19.46,IL,RENT,credit_card,INDIVIDUAL,Not Verified,0,0,9,58.6,42450.0,16,1988,721,726,0,0,0,1,2020-03-01,2023-05-01,390.01,84.3
7244,2020-01-01,60,13700.0,7.69,B,B3,1,34000.0,16.5,CA,MORTGAGE,moving,INDIVIDUAL,Source Verified,0,2,1,48.1,58970.0,4,1991,683,700,0,0,0,0,,2021-01-01,0.0,0.0
7245,2024-02-10,60,13000.0,14.36,D,D2,8,157400.0,25.99,CA,RENT,credit_card,INDIVIDUAL,Verified,0,5,11,69.9,37730.0,16,1986,727,747,1,3,0,0,,2025-03-10,0.0,0.0
7246,2024-05-02,36,14800.0,13.71,D,D4,7,85600.0,16.57,MD,MORTGAGE,renewable_energy,INDIVIDUAL,Not Verified,0,1,5,41.6,43460.0,13,1981,712,726,0,1,0,0,,2026-04-02,0.0,0.0
7247,2018-04-07,36,9900.0,15.74,E,E5,11,146500.0,12.62,HI,OTHER,home_improvement,INDIVIDUAL,Verified,0,2,20,52.0,77610.0,26,2016,596,624,0,0,0,0,,2019-09-07,0.0,0.0
7248,2024-04-29,60,24000.0,19.2,F,F2,8,56400.0,23.16,IL,MORTGAGE,credit_card,JOINT,Verified,0,1,12,46.1,34050.0,16,2012,626,645,0,3,0,0,,2025-10-29,0.0,0.0
7249,2018-12-02,36,2300.0,14.24,D,D4,7,43500.0,26.32,VA,MORTGAGE,home_improvement,INDIVIDUAL,Verified,0,3,9,56.6,27300.0,10,1995,606,623,0,1,0,0,,2021-06-02,0.0,0.0
7250,2020-07-11,60,14100.0,11.98,D,D4,8,45000.0,20.75,OK,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,9,24.5,191740.0,16,2009,734,768,0,1,0,0,,2023-09-11,0.0,0.0
7251,2023-08-04,60,15800.0,15.14,D,D5,4,51300.0,22.0,NE,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,1,1,6,41.6,26400.0,13,2012,670,684,0,0,0,0,,2026-02-04,0.0,0.0
7252,2024-03-18,36,11100.0,8.55,C,C4,6,50400.0,9.63,SC,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,3,17,60.5,28770.0,20,2006,713,733,0,2,0,0,,2024-09-18,0.0,0.0
7253,2018-06-10,60,10300.0,11.26,C,C4,9,129600.0,9.05,IL,RENT,car,INDIVIDUAL,Not Verified,1,2,7,55.3,55590.0,16,1992,582,608,0,0,0,0,,2020-12-10,0.0,0.0
7254,2023-08-15,36,19800.0,13.15,C,C4,2,109400.0,8.55,SC,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,2,4,66.2,11570.0,5,2011,736,770,0,0,0,0,,2025-02-15,0.0,0.0
7255,2019-07-25,36,17200.0,16.17,E,E3,12,76800.0,25.36,AL,MORTGAGE,medical,INDIVIDUAL,Verified,1,2,10,36.7,47880.0,19,2002,686,715,0,2,0,0,,2021-03-25,0.0,0.0
7256,2024-05-24,36,9100.0,19.55,F,F1,8,26600.0,15.29,IN,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,3,41.9,112800.0,7,1987,707,733,0,1,0,0,,2026-01-24,0.0,0.0
7257,2020-05-22,36,7200.0,18.33,E,E5,14,77800.0,23.78,FL,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,1,8,62.6,58580.0,20,2009,773,800,1,0,0,0,,2022-01-22,0.0,0.0
7258,2018-12-21,36,15500.0,17.68,E,E3,1,55800.0,13.8,IN,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,3,6,53.8,45020.0,13,1996,759,764,0,1,0,0,,2021-05-21,0.0,0.0
7259,2021-11-24,36,12400.0,18.37,F,F5,1,143400.0,17.9,IA,RENT,credit_card,INDIVIDUAL,Source Verified,0,2,3,41.9,24160.0,6,2011,682,702,0,1,0,1,2022-12-24,2024-04-24,0.0,0.0
7260,2022-11-20,36,21000.0,16.36,E,E3,7,108300.0,12.36,ND,OWN,debt_consolidation,INDIVIDUAL,Verified,0,0,11,39.9,12950.0,15,1996,729,741,0,1,0,0,,2024-05-20,0.0,0.0
7261,2019-12-10,60,5100.0,14.31,D,D4,6,71600.0,15.71,LA,OWN,major_purchase,INDIVIDUAL,Verified,0,1,6,26.4,14930.0,11,1988,671,680,1,2,0,0,,2023-08-10,0.0,0.0
7262,2024-06-13,36,3700.0,10.0,C,C4,4,20900.0,6.03,IN,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,8,76.4,19120.0,14,2006,699,708,0,0,0,1,2025-06-13,2025-11-13,274.33,53.5
7263,2018-07-28,36,10100.0,14.13,D,D3,0,61400.0,15.78,AZ,RENT,credit_card,INDIVIDUAL,Verified,1,2,12,21.4,51840.0,20,1998,683,709,0,1,0,0,,2019-06-28,0.0,0.0
7264,2024-02-09,36,19500.0,7.43,A,A4,4,46200.0,15.16,SC,MORTGAGE,major_purchase,JOINT,Source Verified,1,1,7,21.9,74700.0,10,1991,781,786,0,0,1,0,,2026-01-09,0.0,0.0
7265,2024-03-08,60,12800.0,11.91,C,C1,6,82700.0,6.14,AL,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,12,68.2,18620.0,17,2003,646,660,0,0,0,0,,2028-02-08,0.0,0.0
7266,2020-04-16,60,8800.0,14.26,D,D5,0,35300.0,20.97,IN,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,2,8,84.0,247590.0,9,2000,733,752,0,2,0,0,,2022-06-16,0.0,0.0
7267,2020-07-15,36,13800.0,14.24,D,D4,4,76400.0,22.02,DE,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,3,2,77.3,54540.0,8,1980,618,624,0,2,0,1,2020-11-15,2021-04-15,1326.69,129.91
7268,2022-11-15,36,15800.0,11.48,C,C2,7,19500.0,13.37,IN,RENT,credit_card,INDIVIDUAL,Not Verified,0,3,7,55.6,48070.0,8,1980,688,707,0,1,0,0,,2025-04-15,0.0,0.0
7269,2020-03-04,60,14000.0,7.1,A,A3,9,30900.0,9.56,AZ,OWN,small_business,INDIVIDUAL,Verified,1,1,9,57.1,81950.0,11,1985,691,713,0,3,1,0,,2024-03-04,0.0,0.0
7270,2023-04-07,36,24400.0,11.76,C,C3,4,40800.0,30.11,MA,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,0,5,60.5,11220.0,11,1998,626,654,0,5,0,1,2023-11-07,2023-08-07,3368.86,727.47
7271,2023-07-04,36,18800.0,12.98,D,D4,2,49000.0,19.79,MD,OWN,debt_consolidation,INDIVIDUAL,Verified,0,3,10,38.6,47260.0,18,2015,639,657,0,1,0,0,,2024-12-04,0.0,0.0
7272,2021-10-22,36,20300.0,14.76,E,E3,6,82000.0,1.34,IL,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,0,12,45.8,25820.0,16,1986,612,639,0,2,0,0,,2022-09-22,0.0,0.0
7273,2021-04-08,36,6100.0,16.77,D,D2,5,26600.0,15.0,IN,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,4,52.5,23120.0,8,2007,689,706,0,0,0,0,,2022-05-08,0.0,0.0
7274,2020-04-30,60,6700.0,12.77,C,C3,0,46500.0,13.44,AR,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,1,0,10,52.7,99660.0,12,1995,651,671,0,1,0,0,,2021-03-30,0.0,0.0
7275,2021-02-10,36,16500.0,12.46,C,C2,4,47200.0,12.92,WV,MORTGAGE,credit_card,INDIVIDUAL,Verified,1,3,14,72.5,39030.0,19,1987,621,649,0,1,0,0,,2022-06-10,0.0,0.0
7276,2021-01-09,36,15700.0,11.44,B,B3,3,96600.0,25.65,PA,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,0,6,3.0,15550.0,17,2007,766,788,0,4,0,0,,2022-05-09,0.0,0.0
7277,2024-12-12,36,6000.0,13.72,C,C3,6,59500.0,19.77,LA,RENT,credit_card,INDIVIDUAL,Not Verified,0,0,6,69.1,32700.0,15,2013,728,750,0,1,0,0,,2027-08-12,0.0,0.0
7278,2022-11-21,60,11400.0,17.74,D,D2,3,38900.0,22.45,RI,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,1,0,7,58.1,94590.0,14,1990,821,853,1,1,0,0,,2024-07-21,0.0,0.0
7279,2023-08-22,60,12000.0,9.81,B,B5,3,36600.0,17.03,IN,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,0,9,31.8,41500.0,13,2016,722,737,0,1,0,0,,2027-04-22,0.0,0.0
7280,2020-08-13,60,12200.0,6.15,B,B1,5,48800.0,23.97,AR,RENT,home_improvement,INDIVIDUAL,Not Verified,0,2,5,52.4,36520.0,12,1985,703,726,0,1,0,0,,2023-11-13,0.0,0.0
7281,2022-02-15,60,29100.0,14.84,D,D2,8,26700.0,15.39,NJ,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,5,13,51.6,37140.0,20,1980,630,658,0,3,0,0,,2025-01-15,0.0,0.0
7282,2023-01-07,36,23600.0,18.7,E,E1,6,161800.0,19.63,AR,OWN,small_business,INDIVIDUAL,Verified,0,2,7,47.9,1088840.0,11,1996,732,743,1,0,0,0,,2023-02-07,0.0,0.0
7283,2024-10-14,60,7200.0,15.22,E,E3,16,66000.0,21.41,OK,RENT,car,INDIVIDUAL,Verified,0,0,8,36.6,47960.0,15,1987,704,731,0,4,0,1,2026-09-14,2028-03-14,1144.43,151.37
7284,2023-08-08,36,17900.0,10.03,C,C5,0,40000.0,13.64,MT,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,10,10.9,48620.0,13,2004,732,752,0,0,0,0,,2024-11-08,0.0,0.0
7285,2021-06-29,60,6900.0,13.58,C,C2,9,37100.0,3.32,ME,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,3,75.4,123410.0,10,2008,718,738,0,4,0,0,,2023-10-29,0.0,0.0
7286,2018-05-23,36,14600.0,14.22,C,C5,5,34100.0,6.15,IL,RENT,vacation,INDIVIDUAL,Not Verified,0,0,7,51.8,32480.0,13,1989,740,748,0,2,1,0,,2020-03-23,0.0,0.0
7287,2020-06-21,36,15300.0,16.86,D,D2,0,81200.0,34.18,CO,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,1,1,72.2,59480.0,5,1990,599,630,0,2,0,0,,2022-07-21,0.0,0.0
7288,2024-09-22,36,7600.0,10.53,B,B4,4,26700.0,22.56,IA,RENT,home_improvement,INDIVIDUAL,Verified,0,5,4,64.8,42580.0,9,2016,648,679,0,2,0,0,,2026-11-22,0.0,0.0
7289,2024-01-22,60,8000.0,20.29,F,F2,0,60000.0,22.89,DE,OWN,medical,INDIVIDUAL,Source Verified,0,1,1,32.6,42150.0,7,2006,647,653,0,0,0,0,,2025-10-22,0.0,0.0
7290,2022-09-10,60,14700.0,12.35,D,D1,6,90700.0,27.95,KY,OWN,debt_consolidation,INDIVIDUAL,Source Verified,0,0,4,47.7,18200.0,9,2002,671,695,0,1,0,0,,2026-07-10,0.0,0.0
7291,2024-12-08,36,19000.0,11.36,D,D4,4,47900.0,10.13,NY,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,1,3,31.5,29160.0,9,1999,638,666,0,2,0,0,,2026-05-08,0.0,0.0
7292,2024-06-19,36,16500.0,15.15,E,E3,3,37900.0,12.93,WY,MORTGAGE,debt_consolidation,JOINT,Not Verified,0,4,10,55.8,14590.0,19,2004,705,725,0,0,1,1,2025-03-19,2025-08-19,2333.9,483.32
7293,2020-10-05,60,12100.0,8.42,B,B2,1,104900.0,10.27,CO,OWN,home_improvement,INDIVIDUAL,Not Verified,0,2,9,71.2,23830.0,19,1993,719,738,0,2,0,0,,2022-09-05,0.0,0.0
7294,2021-06-06,36,10800.0,22.23,F,F1,10,35500.0,34.5,VA,MORTGAGE,home_improvement,INDIVIDUAL,Source Verified,0,2,7,42.0,13140.0,12,2003,701,714,0,2,0,0,,2022-09-06,0.0,0.0
7295,2024-05-21,60,8200.0,15.86,D,D3,5,56800.0,11.02,OH,RENT,credit_card,INDIVIDUAL,Source Verified,1,0,2,0.0,8060.0,7,1986,652,676,0,1,0,1,2026-02-21,2027-08-21,997.65,52.28
7296,2024-10-14,36,11500.0,12.89,E,E1,6,70500.0,26.78,KY,RENT,moving,INDIVIDUAL,Source Verified,0,2,4,58.6,17260.0,12,2012,786,791,0,3,0,1,2025-11-14,2026-06-14,488.58,80.58
7297,2023-02-12,36,4900.0,10.06,B,B3,6,47500.0,13.39,ND,MORTGAGE,other,INDIVIDUAL,Source Verified,1,2,5,50.4,88660.0,8,1989,611,621,0,0,0,0,,2025-05-12,0.0,0.0
7298,2020-08-26,36,4300.0,13.24,C,C2,6,34200.0,18.6,WV,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,0,11,61.2,53180.0,16,1993,724,733,0,3,0,0,,2021-01-26,0.0,0.0
7299,2024-06-15,36,9600.0,17.89,E,E5,4,48700.0,26.89,WA,MORTGAGE,medical,INDIVIDUAL,Verified,0,1,10,60.2,50050.0,14,1984,750,767,0,0,0,0,,2025-05-15,0.0,0.0
7300,2022-04-22,36,11800.0,12.47,C,C3,12,79800.0,20.0,AZ,OWN,debt_consolidation,INDIVIDUAL,Not Verified,0,1,4,38.3,33270.0,9,1998,774,796,1,1,0,0,,2023-08-22,0.0,0.0
7301,2019-05-24,36,20000.0,10.98,C,C5,14,44300.0,17.08,LA,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,5,12,25.9,43340.0,14,2011,717,727,0,0,0,0,,2020-11-24,0.0,0.0
7302,2022-03-02,36,15400.0,16.82,E,E3,11,85000.0,33.88,IN,MORTGAGE,car,JOINT,Not Verified,0,1,9,58.2,388220.0,15,1982,632,638,0,4,0,0,,2023-02-02,0.0,0.0
7303,2018-05-17,36,7200.0,9.8,B,B5,6,57500.0,5.16,TN,MORTGAGE,home_improvement,JOINT,Source Verified,0,1,11,15.1,65850.0,17,2002,617,647,0,0,0,0,,2019-05-17,0.0,0.0
7304,2023-02-05,36,17000.0,14.94,D,D2,5,47400.0,11.39,OK,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,8,70.2,58230.0,15,2013,714,730,0,1,0,1,2024-12-05,2024-08-05,1105.96,219.51
7305,2021-01-21,60,7100.0,15.65,D,D1,10,44400.0,15.83,NH,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,3,10,35.1,22330.0,13,1991,639,646,0,0,0,0,,2021-12-21,0.0,0.0
7306,2022-05-31,36,9700.0,15.54,E,E2,2,75200.0,25.31,ME,RENT,major_purchase,INDIVIDUAL,Source Verified,0,2,6,14.2,22080.0,12,2009,753,764,0,4,0,0,,2023-06-30,0.0,0.0
7307,2022-04-03,36,8200.0,15.73,D,D3,12,123000.0,14.47,MO,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,11,28.1,73270.0,21,2006,685,691,0,2,0,0,,2023-12-03,0.0,0.0
7308,2019-09-10,36,10100.0,10.2,B,B4,9,70800.0,24.77,FL,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,9,31.1,21660.0,15,1980,673,687,0,1,0,0,,2021-08-10,0.0,0.0
7309,2021-04-13,36,27500.0,13.25,D,D1,4,38900.0,5.94,NH,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,0,10,92.4,31220.0,14,2011,663,673,0,1,0,0,,2021-11-13,0.0,0.0
7310,2020-06-19,60,12800.0,12.99,D,D5,7,120700.0,26.04,AK,RENT,moving,INDIVIDUAL,Source Verified,1,1,9,36.1,34420.0,20,1980,699,727,0,1,0,0,,2021-04-19,0.0,0.0
7311,2023-10-26,36,31700.0,14.55,D,D1,8,40700.0,24.25,IN,MORTGAGE,small_business,INDIVIDUAL,Verified,0,2,10,61.9,30550.0,14,2012,753,772,0,2,0,0,,2025-07-26,0.0,0.0
7312,2023-01-22,60,6000.0,6.8,B,B1,4,171300.0,10.48,AR,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,5,51.2,2970.0,7,2014,713,743,0,4,0,0,,2023-07-22,0.0,0.0
7313,2021-04-24,36,6200.0,8.4,B,B2,10,60600.0,17.76,WV,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,5,41.7,12380.0,9,1996,686,692,0,2,0,0,,2021-09-24,0.0,0.0
7314,2018-10-12,36,17500.0,22.64,F,F3,11,40800.0,16.11,AL,RENT,credit_card,INDIVIDUAL,Not Verified,1,2,9,67.9,109300.0,14,1997,684,704,0,0,0,0,,2019-12-12,0.0,0.0
7315,2022-09-20,36,11800.0,16.9,E,E2,4,90000.0,21.15,MD,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,1,1,5,31.7,25410.0,13,1982,590,608,0,1,0,0,,2023-09-20,0.0,0.0
7316,2023-07-18,60,7500.0,13.15,D,D3,4,55800.0,26.13,MT,MORTGAGE,major_purchase,INDIVIDUAL,Not Verified,0,1,2,14.7,84130.0,9,2014,657,688,0,2,0,1,2024-10-18,2026-09-18,795.9,141.49
7317,2024-10-10,60,12100.0,14.3,E,E4,5,84400.0,13.22,DE,OTHER,wedding,INDIVIDUAL,Not Verified,0,1,8,37.7,114000.0,14,1997,663,675,0,0,0,1,2025-03-10,2025-07-10,791.76,134.53
7318,2020-04-08,36,5000.0,22.07,F,F2,1,69600.0,20.59,MS,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,0,3,64.2,8730.0,9,1982,688,722,0,0,0,0,,2022-08-08,0.0,0.0
7319,2024-09-09,60,11000.0,6.5,B,B4,0,31000.0,19.72,IA,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,1,2,9,56.6,23910.0,15,1990,694,724,0,2,0,0,,2028-06-09,0.0,0.0
7320,2018-12-28,36,4800.0,14.46,C,C3,4,63700.0,18.87,WY,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,1,3,4,54.2,17840.0,19,1983,668,686,0,3,0,0,,2020-12-28,0.0,0.0
7321,2020-12-14,60,11800.0,12.63,C,C1,2,87200.0,28.19,UT,RENT,credit_card,INDIVIDUAL,Source Verified,1,0,7,72.4,20570.0,11,2005,675,708,0,1,0,0,,2024-10-14,0.0,0.0
7322,2023-11-26,36,7300.0,18.97,E,E4,13,70400.0,19.12,TX,OWN,wedding,INDIVIDUAL,Not Verified,0,0,12,60.7,24730.0,19,1988,669,679,0,0,0,0,,2026-10-26,0.0,0.0
7323,2021-01-30,36,7800.0,16.3,D,D4,4,132000.0,9.5,ME,MORTGAGE,debt_consolidation,JOINT,Not Verified,0,2,12,20.8,13640.0,17,1988,665,692,0,2,0,1,2021-10-30,2022-12-30,425.58,94.4
7324,2024-02-16,36,22100.0,22.66,G,G3,7,78600.0,23.16,MA,RENT,home_improvement,JOINT,Source Verified,0,4,9,41.2,25150.0,18,2007,726,741,0,1,0,0,,2025-08-16,0.0,0.0
7325,2023-12-31,60,10600.0,17.26,E,E3,3,57900.0,29.21,DE,RENT,debt_consolidation,INDIVIDUAL,Not Verified,1,3,13,37.1,83980.0,18,1988,658,664,0,0,0,0,,2027-09-30,0.0,0.0
7326,2020-02-28,60,6700.0,12.23,D,D2,13,74300.0,18.98,WY,RENT,debt_consolidation,INDIVIDUAL,Verified,1,3,14,50.2,13880.0,21,1985,641,652,0,0,0,0,,2022-01-28,0.0,0.0
7327,2020-09-26,60,20700.0,13.06,C,C2,5,50500.0,27.46,MI,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,14,40.4,17200.0,20,1987,690,715,0,0,0,0,,2023-05-26,0.0,0.0
7328,2020-12-23,60,7000.0,16.74,E,E3,1,80700.0,15.06,PA,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,7,73.0,58770.0,12,2005,706,716,0,2,0,0,,2021-09-23,0.0,0.0
7329,2018-09-30,36,9100.0,19.81,E,E4,8,80600.0,20.9,AR,RENT,credit_card,INDIVIDUAL,Verified,0,2,4,33.9,59500.0,8,1984,770,802,0,0,0,0,,2019-07-30,0.0,0.0
7330,2020-09-06,60,8100.0,11.17,D,D5,7,33500.0,7.06,SC,RENT,credit_card,JOINT,Verified,0,2,8,75.3,26960.0,19,1981,646,669,0,1,0,0,,2024-09-06,0.0,0.0
7331,2018-08-15,60,11800.0,15.02,E,E2,10,101200.0,13.73,MT,RENT,medical,INDIVIDUAL,Verified,0,2,10,31.8,20760.0,13,2007,804,832,0,2,0,0,,2020-07-15,0.0,0.0
7332,2020-01-23,36,22900.0,6.16,A,A3,5,226000.0,19.18,IL,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,2,16,44.5,5260.0,25,1999,669,680,0,1,0,0,,2021-04-23,0.0,0.0
7333,2020-01-16,36,19600.0,12.83,D,D5,6,89300.0,22.69,NH,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,14,68.7,34000.0,21,2009,727,751,0,1,0,1,2020-04-16,2022-08-16,790.1,116.68
7334,2021-09-17,60,6400.0,20.9,E,E5,0,21700.0,21.06,UT,RENT,credit_card,INDIVIDUAL,Verified,1,1,5,76.6,19680.0,9,1998,575,603,0,1,1,1,2022-02-17,2023-02-17,441.29,49.5
7335,2023-07-23,60,12600.0,20.08,F,F5,9,52300.0,26.96,AZ,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,3,11,45.2,7470.0,14,2003,746,754,0,0,1,0,,2023-12-23,0.0,0.0
7336,2021-01-05,60,10200.0,17.0,E,E5,6,32700.0,7.3,PA,RENT,vacation,INDIVIDUAL,Source Verified,0,0,1,64.0,63800.0,3,1988,727,746,0,0,0,0,,2024-02-05,0.0,0.0
7337,2024-08-12,60,9100.0,21.12,F,F1,5,56400.0,28.29,AR,RENT,medical,INDIVIDUAL,Not Verified,0,2,13,56.8,17870.0,18,1998,781,806,0,0,0,1,2026-01-12,2027-03-12,0.0,0.0
7338,2024-11-28,60,23300.0,12.95,D,D2,5,96500.0,13.0,DC,MORTGAGE,medical,INDIVIDUAL,Verified,0,1,7,49.5,20070.0,13,1997,722,746,0,3,0,0,,2027-02-28,0.0,0.0
7339,2021-10-10,60,21400.0,13.74,D,D5,4,44600.0,9.4,NV,RENT,major_purchase,INDIVIDUAL,Verified,0,3,2,53.9,75440.0,5,1991,703,737,0,0,0,1,2022-06-10,2023-12-10,2097.87,446.91
7340,2020-09-01,60,11700.0,12.88,C,C5,9,186600.0,25.26,VA,MORTGAGE,other,INDIVIDUAL,Verified,0,3,13,59.0,9960.0,23,2014,708,738,0,5,0,0,,2021-05-01,0.0,0.0
7341,2018-10-28,60,10500.0,16.62,E,E3,2,13600.0,10.21,WV,MORTGAGE,small_business,JOINT,Source Verified,2,2,7,18.6,17820.0,13,2007,650,674,0,1,0,0,,2021-06-28,0.0,0.0
7342,2019-05-23,36,14700.0,25.68,G,G3,8,57700.0,27.9,DC,RENT,credit_card,INDIVIDUAL,Verified,0,2,10,19.5,97730.0,16,1980,682,695,1,1,0,1,2021-03-23,2019-07-23,835.44,174.5
7343,2019-01-23,36,11800.0,15.47,E,E1,0,81500.0,2.73,MN,MORTGAGE,major_purchase,INDIVIDUAL,Not Verified,0,2,15,42.2,10390.0,19,1984,761,773,0,3,0,0,,2021-08-23,0.0,0.0
7344,2024-11-13,36,21900.0,9.44,B,B5,0,33800.0,12.71,AZ,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,1,11,33.7,88090.0,16,1994,760,783,0,1,0,0,,2027-04-13,0.0,0.0
7345,2020-07-29,60,13200.0,9.59,B,B1,11,36400.0,24.14,KS,MORTGAGE,moving,INDIVIDUAL,Verified,0,2,12,27.1,63280.0,20,2010,685,709,0,1,0,0,,2021-02-28,0.0,0.0
7346,2020-11-09,36,34100.0,10.52,C,C3,1,100300.0,22.71,AL,MORTGAGE,other,INDIVIDUAL,Not Verified,0,2,14,51.6,19390.0,18,2006,730,759,0,0,0,0,,2021-10-09,0.0,0.0
7347,2019-02-03,36,11800.0,10.75,C,C2,6,191100.0,0.0,KS,RENT,small_business,INDIVIDUAL,Source Verified,0,1,14,66.9,102420.0,22,2010,726,747,0,1,0,0,,2021-04-03,0.0,0.0
7348,2019-07-05,36,10800.0,10.4,B,B4,4,203900.0,13.35,MA,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,12,10.9,105280.0,17,1984,656,675,0,1,0,0,,2021-06-05,0.0,0.0
7349,2022-08-05,60,7300.0,14.88,D,D4,7,54700.0,5.99,WA,OTHER,debt_consolidation,INDIVIDUAL,Source Verified,1,2,1,44.1,9340.0,8,2009,718,732,0,1,0,0,,2025-05-05,0.0,0.0
7350,2023-10-23,36,10300.0,8.29,C,C1,6,139100.0,18.97,NH,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,1,1,16,39.3,12280.0,21,2010,698,709,0,1,0,0,,2025-07-23,0.0,0.0
7351,2019-08-09,36,6900.0,15.96,D,D3,10,63700.0,18.36,DE,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,0,8,65.3,85460.0,13,1980,637,665,0,2,0,0,,2021-08-09,0.0,0.0
7352,2019-04-07,36,7000.0,17.95,E,E4,0,109600.0,16.27,CO,RENT,debt_consolidation,INDIVIDUAL,Verified,1,5,9,64.9,41120.0,10,2000,735,753,1,3,0,1,2019-10-07,2021-07-07,129.73,28.41
